title,filepath,neg_caption,neg_image
The small pot is to the left of the pink bowl.,images/step417.camera_0.png,['The pink bowl is to the left of the small pot.'],[5975]
The yellow bowl is to the right of the small pot.,images/step334.camera_0.png,['The small pot is to the right of the yellow bowl.'],[4126]
The pink bowl is to the left of the small pot.,images/step708.camera_0.png,['The small pot is to the left of the pink bowl.'],[2636]
The pink bowl is to the right of the green cup.,images/step623.camera_0.png,['The green cup is to the right of the pink bowl.'],[340]
The yellow bowl is in front of the pink bowl.,images/step141.camera_0.png,['The pink bowl is in front of the yellow bowl.'],[7236]
The small pot is to the left of the green cup.,images/step403.camera_0.png,['The green cup is to the left of the small pot.'],[939]
The pink bowl is in front of the yellow bowl.,images/step349.camera_0.png,['The yellow bowl is in front of the pink bowl.'],[2840]
The small pot is to the left of the yellow bowl.,images/step654.camera_0.png,['The yellow bowl is to the left of the small pot.'],[3101]
The small pot is to the left of the yellow bowl.,images/step374.camera_0.png,['The yellow bowl is to the left of the small pot.'],[212]
The pink bowl is behind the yellow bowl.,images/step14.camera_0.png,['The yellow bowl is behind the pink bowl.'],[6622]
The yellow bowl is to the right of the green cup.,images/step491.camera_0.png,['The green cup is to the right of the yellow bowl.'],[687]
The yellow bowl is to the left of the green cup.,images/step684.camera_0.png,['The green cup is to the left of the yellow bowl.'],[7487]
The pink bowl is to the right of the green cup.,images/step136.camera_0.png,['The green cup is to the right of the pink bowl.'],[1789]
The small pot is to the left of the pink bowl.,images/step18.camera_0.png,['The pink bowl is to the left of the small pot.'],[2990]
The pink bowl is to the right of the green cup.,images/step222.camera_0.png,['The green cup is to the right of the pink bowl.'],[7400]
The small pot is to the left of the yellow bowl.,images/step79.camera_0.png,['The yellow bowl is to the left of the small pot.'],[273]
The green cup is to the right of the pink bowl.,images/step242.camera_0.png,['The pink bowl is to the right of the green cup.'],[5233]
The small pot is to the left of the green cup.,images/step800.camera_0.png,['The green cup is to the left of the small pot.'],[3777]
The green cup is to the right of the yellow bowl.,images/step184.camera_0.png,['The yellow bowl is to the right of the green cup.'],[6930]
The pink bowl is in front of the small pot.,images/step310.camera_0.png,['The small pot is in front of the pink bowl.'],[7684]
The green cup is to the left of the small pot.,images/step544.camera_0.png,['The small pot is to the left of the green cup.'],[7439]
The yellow bowl is to the left of the pink bowl.,images/step721.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[6628]
The yellow bowl is in front of the pink bowl.,images/step769.camera_0.png,['The pink bowl is in front of the yellow bowl.'],[273]
The yellow bowl is to the left of the green cup.,images/step487.camera_0.png,['The green cup is to the left of the yellow bowl.'],[5966]
The small pot is behind the green cup.,images/step160.camera_0.png,['The green cup is behind the small pot.'],[4844]
The pink bowl is to the right of the yellow bowl.,images/step721.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[165]
The small pot is to the left of the yellow bowl.,images/step455.camera_0.png,['The yellow bowl is to the left of the small pot.'],[3834]
The pink bowl is to the left of the green cup.,images/step804.camera_0.png,['The green cup is to the left of the pink bowl.'],[2299]
The green cup is to the left of the pink bowl.,images/step145.camera_0.png,['The pink bowl is to the left of the green cup.'],[4260]
The small pot is to the left of the pink bowl.,images/step433.camera_0.png,['The pink bowl is to the left of the small pot.'],[2963]
The pink bowl is to the right of the yellow bowl.,images/step608.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[2842]
The pink bowl is to the right of the yellow bowl.,images/step698.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5694]
The green cup is to the right of the pink bowl.,images/step629.camera_0.png,['The pink bowl is to the right of the green cup.'],[1085]
The pink bowl is to the left of the small pot.,images/step620.camera_0.png,['The small pot is to the left of the pink bowl.'],[1904]
The small pot is to the right of the green cup.,images/step409.camera_0.png,['The green cup is to the right of the small pot.'],[3514]
The pink bowl is to the left of the yellow bowl.,images/step625.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[5300]
The yellow bowl is to the right of the small pot.,images/step788.camera_0.png,['The small pot is to the right of the yellow bowl.'],[1845]
The small pot is to the left of the yellow bowl.,images/step164.camera_0.png,['The yellow bowl is to the left of the small pot.'],[933]
The green cup is behind the small pot.,images/step463.camera_0.png,['The small pot is behind the green cup.'],[4492]
The green cup is to the left of the pink bowl.,images/step497.camera_0.png,['The pink bowl is to the left of the green cup.'],[3529]
The small pot is in front of the green cup.,images/step490.camera_0.png,['The green cup is in front of the small pot.'],[631]
The yellow bowl is to the right of the pink bowl.,images/step0.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[5720]
The yellow bowl is to the right of the small pot.,images/step327.camera_0.png,['The small pot is to the right of the yellow bowl.'],[4281]
The yellow bowl is in front of the small pot.,images/step525.camera_0.png,['The small pot is in front of the yellow bowl.'],[1648]
The yellow bowl is behind the pink bowl.,images/step332.camera_0.png,['The pink bowl is behind the yellow bowl.'],[5487]
The pink bowl is to the left of the yellow bowl.,images/step285.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[6910]
The small pot is to the left of the green cup.,images/step388.camera_0.png,['The green cup is to the left of the small pot.'],[5732]
The small pot is to the right of the pink bowl.,images/step457.camera_0.png,['The pink bowl is to the right of the small pot.'],[2327]
The green cup is to the left of the small pot.,images/step661.camera_0.png,['The small pot is to the left of the green cup.'],[92]
The small pot is behind the pink bowl.,images/step583.camera_0.png,['The pink bowl is behind the small pot.'],[2855]
The yellow bowl is to the right of the green cup.,images/step570.camera_0.png,['The green cup is to the right of the yellow bowl.'],[2472]
The pink bowl is to the left of the green cup.,images/step184.camera_0.png,['The green cup is to the left of the pink bowl.'],[534]
The green cup is in front of the yellow bowl.,images/step140.camera_0.png,['The yellow bowl is in front of the green cup.'],[3628]
The small pot is to the left of the pink bowl.,images/step381.camera_0.png,['The pink bowl is to the left of the small pot.'],[1275]
The pink bowl is in front of the small pot.,images/step409.camera_0.png,['The small pot is in front of the pink bowl.'],[3748]
The small pot is behind the pink bowl.,images/step162.camera_0.png,['The pink bowl is behind the small pot.'],[3823]
The yellow bowl is behind the small pot.,images/step542.camera_0.png,['The small pot is behind the yellow bowl.'],[7407]
The small pot is to the right of the green cup.,images/step595.camera_0.png,['The green cup is to the right of the small pot.'],[4748]
The small pot is behind the green cup.,images/step549.camera_0.png,['The green cup is behind the small pot.'],[2788]
The pink bowl is to the left of the yellow bowl.,images/step786.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[5278]
The pink bowl is to the left of the yellow bowl.,images/step435.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[4998]
The small pot is in front of the pink bowl.,images/step711.camera_0.png,['The pink bowl is in front of the small pot.'],[4724]
The pink bowl is to the left of the yellow bowl.,images/step598.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[3821]
The yellow bowl is to the right of the pink bowl.,images/step276.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[3772]
The yellow bowl is to the right of the pink bowl.,images/step457.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[6342]
The small pot is to the right of the yellow bowl.,images/step699.camera_0.png,['The yellow bowl is to the right of the small pot.'],[1746]
The green cup is to the right of the yellow bowl.,images/step319.camera_0.png,['The yellow bowl is to the right of the green cup.'],[2479]
The green cup is to the right of the small pot.,images/step52.camera_0.png,['The small pot is to the right of the green cup.'],[2609]
The green cup is to the right of the pink bowl.,images/step620.camera_0.png,['The pink bowl is to the right of the green cup.'],[5528]
The yellow bowl is to the left of the pink bowl.,images/step752.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[3783]
The yellow bowl is to the left of the green cup.,images/step236.camera_0.png,['The green cup is to the left of the yellow bowl.'],[2060]
The green cup is to the right of the yellow bowl.,images/step547.camera_0.png,['The yellow bowl is to the right of the green cup.'],[923]
The green cup is to the left of the small pot.,images/step138.camera_0.png,['The small pot is to the left of the green cup.'],[5345]
The green cup is to the right of the yellow bowl.,images/step308.camera_0.png,['The yellow bowl is to the right of the green cup.'],[2509]
The yellow bowl is to the left of the green cup.,images/step533.camera_0.png,['The green cup is to the left of the yellow bowl.'],[3421]
The yellow bowl is to the left of the pink bowl.,images/step518.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[3833]
The pink bowl is to the right of the small pot.,images/step639.camera_0.png,['The small pot is to the right of the pink bowl.'],[1364]
The green cup is to the right of the pink bowl.,images/step649.camera_0.png,['The pink bowl is to the right of the green cup.'],[3243]
The small pot is to the left of the yellow bowl.,images/step666.camera_0.png,['The yellow bowl is to the left of the small pot.'],[4253]
The pink bowl is to the left of the green cup.,images/step705.camera_0.png,['The green cup is to the left of the pink bowl.'],[6885]
The yellow bowl is in front of the pink bowl.,images/step157.camera_0.png,['The pink bowl is in front of the yellow bowl.'],[5579]
The yellow bowl is to the right of the green cup.,images/step203.camera_0.png,['The green cup is to the right of the yellow bowl.'],[2080]
The green cup is to the left of the yellow bowl.,images/step109.camera_0.png,['The yellow bowl is to the left of the green cup.'],[2458]
The pink bowl is to the right of the small pot.,images/step684.camera_0.png,['The small pot is to the right of the pink bowl.'],[679]
The green cup is to the right of the small pot.,images/step323.camera_0.png,['The small pot is to the right of the green cup.'],[7126]
The pink bowl is to the left of the small pot.,images/step224.camera_0.png,['The small pot is to the left of the pink bowl.'],[5627]
The pink bowl is to the left of the small pot.,images/step4.camera_0.png,['The small pot is to the left of the pink bowl.'],[2662]
The yellow bowl is to the right of the small pot.,images/step658.camera_0.png,['The small pot is to the right of the yellow bowl.'],[7459]
The green cup is to the right of the pink bowl.,images/step388.camera_0.png,['The pink bowl is to the right of the green cup.'],[6563]
The green cup is to the left of the small pot.,images/step302.camera_0.png,['The small pot is to the left of the green cup.'],[1039]
The green cup is to the right of the pink bowl.,images/step24.camera_0.png,['The pink bowl is to the right of the green cup.'],[7424]
The pink bowl is to the left of the small pot.,images/step506.camera_0.png,['The small pot is to the left of the pink bowl.'],[3583]
The yellow bowl is behind the green cup.,images/step140.camera_0.png,['The green cup is behind the yellow bowl.'],[5359]
The small pot is to the right of the pink bowl.,images/step601.camera_0.png,['The pink bowl is to the right of the small pot.'],[2684]
The green cup is to the left of the yellow bowl.,images/step537.camera_0.png,['The yellow bowl is to the left of the green cup.'],[4416]
The yellow bowl is to the right of the pink bowl.,images/step234.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[6151]
The yellow bowl is behind the small pot.,images/step722.camera_0.png,['The small pot is behind the yellow bowl.'],[5675]
The green cup is to the right of the yellow bowl.,images/step352.camera_0.png,['The yellow bowl is to the right of the green cup.'],[3773]
The yellow bowl is to the right of the small pot.,images/step348.camera_0.png,['The small pot is to the right of the yellow bowl.'],[448]
The pink bowl is to the left of the small pot.,images/step98.camera_0.png,['The small pot is to the left of the pink bowl.'],[2326]
The pink bowl is to the left of the small pot.,images/step556.camera_0.png,['The small pot is to the left of the pink bowl.'],[1130]
The green cup is to the right of the pink bowl.,images/step320.camera_0.png,['The pink bowl is to the right of the green cup.'],[5928]
The pink bowl is to the left of the green cup.,images/step171.camera_0.png,['The green cup is to the left of the pink bowl.'],[3948]
The green cup is to the left of the yellow bowl.,images/step111.camera_0.png,['The yellow bowl is to the left of the green cup.'],[4717]
The pink bowl is behind the yellow bowl.,images/step799.camera_0.png,['The yellow bowl is behind the pink bowl.'],[1638]
The small pot is to the right of the yellow bowl.,images/step480.camera_0.png,['The yellow bowl is to the right of the small pot.'],[4001]
The yellow bowl is to the right of the small pot.,images/step150.camera_0.png,['The small pot is to the right of the yellow bowl.'],[6775]
The pink bowl is to the left of the yellow bowl.,images/step81.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[2384]
The pink bowl is to the left of the small pot.,images/step143.camera_0.png,['The small pot is to the left of the pink bowl.'],[5068]
The small pot is to the left of the pink bowl.,images/step120.camera_0.png,['The pink bowl is to the left of the small pot.'],[5531]
The small pot is to the left of the yellow bowl.,images/step355.camera_0.png,['The yellow bowl is to the left of the small pot.'],[5213]
The yellow bowl is to the right of the small pot.,images/step85.camera_0.png,['The small pot is to the right of the yellow bowl.'],[429]
The yellow bowl is to the right of the pink bowl.,images/step178.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[4159]
The small pot is to the right of the yellow bowl.,images/step357.camera_0.png,['The yellow bowl is to the right of the small pot.'],[839]
The small pot is to the right of the pink bowl.,images/step179.camera_0.png,['The pink bowl is to the right of the small pot.'],[6284]
The green cup is behind the small pot.,images/step263.camera_0.png,['The small pot is behind the green cup.'],[4599]
The pink bowl is in front of the yellow bowl.,images/step649.camera_0.png,['The yellow bowl is in front of the pink bowl.'],[3459]
The small pot is to the right of the yellow bowl.,images/step714.camera_0.png,['The yellow bowl is to the right of the small pot.'],[3774]
The green cup is to the left of the pink bowl.,images/step674.camera_0.png,['The pink bowl is to the left of the green cup.'],[2965]
The green cup is to the left of the yellow bowl.,images/step446.camera_0.png,['The yellow bowl is to the left of the green cup.'],[2249]
The yellow bowl is to the right of the small pot.,images/step675.camera_0.png,['The small pot is to the right of the yellow bowl.'],[4936]
The pink bowl is to the right of the yellow bowl.,images/step774.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[1242]
The yellow bowl is to the left of the pink bowl.,images/step699.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[6814]
The pink bowl is to the right of the green cup.,images/step518.camera_0.png,['The green cup is to the right of the pink bowl.'],[6861]
The pink bowl is to the right of the yellow bowl.,images/step785.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[3610]
The small pot is to the right of the green cup.,images/step625.camera_0.png,['The green cup is to the right of the small pot.'],[395]
The green cup is to the right of the small pot.,images/step465.camera_0.png,['The small pot is to the right of the green cup.'],[5896]
The green cup is behind the small pot.,images/step114.camera_0.png,['The small pot is behind the green cup.'],[7650]
The pink bowl is to the left of the small pot.,images/step35.camera_0.png,['The small pot is to the left of the pink bowl.'],[1146]
The yellow bowl is to the left of the small pot.,images/step540.camera_0.png,['The small pot is to the left of the yellow bowl.'],[613]
The pink bowl is to the right of the small pot.,images/step755.camera_0.png,['The small pot is to the right of the pink bowl.'],[7339]
The yellow bowl is to the left of the pink bowl.,images/step356.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[901]
The small pot is in front of the pink bowl.,images/step225.camera_0.png,['The pink bowl is in front of the small pot.'],[3739]
The yellow bowl is to the right of the green cup.,images/step615.camera_0.png,['The green cup is to the right of the yellow bowl.'],[6464]
The small pot is to the right of the pink bowl.,images/step177.camera_0.png,['The pink bowl is to the right of the small pot.'],[3359]
The small pot is behind the green cup.,images/step357.camera_0.png,['The green cup is behind the small pot.'],[7132]
The green cup is to the left of the yellow bowl.,images/step701.camera_0.png,['The yellow bowl is to the left of the green cup.'],[7133]
The small pot is in front of the green cup.,images/step785.camera_0.png,['The green cup is in front of the small pot.'],[7643]
The yellow bowl is to the right of the green cup.,images/step98.camera_0.png,['The green cup is to the right of the yellow bowl.'],[3068]
The pink bowl is to the right of the yellow bowl.,images/step453.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[6659]
The pink bowl is in front of the green cup.,images/step435.camera_0.png,['The green cup is in front of the pink bowl.'],[6068]
The pink bowl is to the right of the small pot.,images/step19.camera_0.png,['The small pot is to the right of the pink bowl.'],[7664]
The yellow bowl is to the left of the small pot.,images/step55.camera_0.png,['The small pot is to the left of the yellow bowl.'],[4495]
The yellow bowl is behind the small pot.,images/step398.camera_0.png,['The small pot is behind the yellow bowl.'],[6319]
The yellow bowl is in front of the small pot.,images/step467.camera_0.png,['The small pot is in front of the yellow bowl.'],[6251]
The yellow bowl is in front of the green cup.,images/step435.camera_0.png,['The green cup is in front of the yellow bowl.'],[3306]
The pink bowl is behind the green cup.,images/step619.camera_0.png,['The green cup is behind the pink bowl.'],[1464]
The green cup is to the left of the pink bowl.,images/step525.camera_0.png,['The pink bowl is to the left of the green cup.'],[5952]
The small pot is to the left of the yellow bowl.,images/step725.camera_0.png,['The yellow bowl is to the left of the small pot.'],[1453]
The pink bowl is to the right of the green cup.,images/step17.camera_0.png,['The green cup is to the right of the pink bowl.'],[5635]
The small pot is to the left of the pink bowl.,images/step313.camera_0.png,['The pink bowl is to the left of the small pot.'],[4102]
The yellow bowl is to the right of the green cup.,images/step430.camera_0.png,['The green cup is to the right of the yellow bowl.'],[1839]
The yellow bowl is to the left of the green cup.,images/step471.camera_0.png,['The green cup is to the left of the yellow bowl.'],[6488]
The green cup is to the left of the small pot.,images/step32.camera_0.png,['The small pot is to the left of the green cup.'],[7524]
The yellow bowl is to the left of the pink bowl.,images/step263.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[5832]
The small pot is to the left of the green cup.,images/step105.camera_0.png,['The green cup is to the left of the small pot.'],[5404]
The small pot is to the right of the yellow bowl.,images/step89.camera_0.png,['The yellow bowl is to the right of the small pot.'],[429]
The small pot is to the right of the pink bowl.,images/step290.camera_0.png,['The pink bowl is to the right of the small pot.'],[2487]
The green cup is to the left of the small pot.,images/step731.camera_0.png,['The small pot is to the left of the green cup.'],[1196]
The green cup is to the right of the pink bowl.,images/step412.camera_0.png,['The pink bowl is to the right of the green cup.'],[2977]
The pink bowl is to the right of the yellow bowl.,images/step513.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[6009]
The yellow bowl is to the right of the pink bowl.,images/step221.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[2131]
The yellow bowl is to the left of the green cup.,images/step563.camera_0.png,['The green cup is to the left of the yellow bowl.'],[968]
The pink bowl is to the right of the yellow bowl.,images/step570.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[5341]
The green cup is behind the pink bowl.,images/step435.camera_0.png,['The pink bowl is behind the green cup.'],[4647]
The small pot is to the right of the green cup.,images/step185.camera_0.png,['The green cup is to the right of the small pot.'],[3852]
The green cup is in front of the pink bowl.,images/step267.camera_0.png,['The pink bowl is in front of the green cup.'],[6011]
The small pot is to the right of the green cup.,images/step336.camera_0.png,['The green cup is to the right of the small pot.'],[5465]
The pink bowl is to the right of the green cup.,images/step653.camera_0.png,['The green cup is to the right of the pink bowl.'],[3930]
The pink bowl is to the right of the small pot.,images/step635.camera_0.png,['The small pot is to the right of the pink bowl.'],[2460]
The small pot is to the left of the yellow bowl.,images/step331.camera_0.png,['The yellow bowl is to the left of the small pot.'],[2758]
The small pot is to the right of the yellow bowl.,images/step44.camera_0.png,['The yellow bowl is to the right of the small pot.'],[4031]
The green cup is to the right of the pink bowl.,images/step504.camera_0.png,['The pink bowl is to the right of the green cup.'],[6638]
The green cup is to the left of the small pot.,images/step251.camera_0.png,['The small pot is to the left of the green cup.'],[4947]
The yellow bowl is to the right of the pink bowl.,images/step79.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[3527]
The pink bowl is to the left of the yellow bowl.,images/step76.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[1463]
The pink bowl is to the right of the green cup.,images/step84.camera_0.png,['The green cup is to the right of the pink bowl.'],[3648]
The green cup is to the right of the yellow bowl.,images/step117.camera_0.png,['The yellow bowl is to the right of the green cup.'],[1938]
The yellow bowl is to the right of the green cup.,images/step402.camera_0.png,['The green cup is to the right of the yellow bowl.'],[6430]
The small pot is to the left of the green cup.,images/step513.camera_0.png,['The green cup is to the left of the small pot.'],[4325]
The yellow bowl is to the right of the pink bowl.,images/step595.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[5680]
The pink bowl is to the right of the green cup.,images/step707.camera_0.png,['The green cup is to the right of the pink bowl.'],[5097]
The pink bowl is to the left of the yellow bowl.,images/step71.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[1922]
The small pot is to the right of the green cup.,images/step233.camera_0.png,['The green cup is to the right of the small pot.'],[4252]
The pink bowl is behind the green cup.,images/step453.camera_0.png,['The green cup is behind the pink bowl.'],[4085]
The green cup is in front of the small pot.,images/step277.camera_0.png,['The small pot is in front of the green cup.'],[5127]
The green cup is to the right of the yellow bowl.,images/step60.camera_0.png,['The yellow bowl is to the right of the green cup.'],[4802]
The green cup is to the left of the pink bowl.,images/step53.camera_0.png,['The pink bowl is to the left of the green cup.'],[5360]
The yellow bowl is in front of the small pot.,images/step245.camera_0.png,['The small pot is in front of the yellow bowl.'],[1428]
The small pot is to the right of the yellow bowl.,images/step321.camera_0.png,['The yellow bowl is to the right of the small pot.'],[2969]
The yellow bowl is to the right of the pink bowl.,images/step75.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[1905]
The pink bowl is behind the yellow bowl.,images/step236.camera_0.png,['The yellow bowl is behind the pink bowl.'],[4393]
The pink bowl is to the left of the small pot.,images/step228.camera_0.png,['The small pot is to the left of the pink bowl.'],[3555]
The pink bowl is to the left of the yellow bowl.,images/step316.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[1605]
The green cup is to the right of the yellow bowl.,images/step723.camera_0.png,['The yellow bowl is to the right of the green cup.'],[3667]
The pink bowl is to the left of the small pot.,images/step247.camera_0.png,['The small pot is to the left of the pink bowl.'],[7197]
The pink bowl is behind the small pot.,images/step59.camera_0.png,['The small pot is behind the pink bowl.'],[530]
The pink bowl is to the right of the small pot.,images/step630.camera_0.png,['The small pot is to the right of the pink bowl.'],[2740]
The yellow bowl is in front of the small pot.,images/step309.camera_0.png,['The small pot is in front of the yellow bowl.'],[6098]
The green cup is to the left of the pink bowl.,images/step147.camera_0.png,['The pink bowl is to the left of the green cup.'],[2361]
The yellow bowl is to the right of the small pot.,images/step287.camera_0.png,['The small pot is to the right of the yellow bowl.'],[3299]
The green cup is to the left of the yellow bowl.,images/step419.camera_0.png,['The yellow bowl is to the left of the green cup.'],[7635]
The yellow bowl is to the right of the small pot.,images/step8.camera_0.png,['The small pot is to the right of the yellow bowl.'],[686]
The yellow bowl is to the left of the pink bowl.,images/step759.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[2590]
The green cup is to the left of the pink bowl.,images/step57.camera_0.png,['The pink bowl is to the left of the green cup.'],[6563]
The green cup is to the right of the yellow bowl.,images/step242.camera_0.png,['The yellow bowl is to the right of the green cup.'],[685]
The green cup is to the left of the small pot.,images/step632.camera_0.png,['The small pot is to the left of the green cup.'],[2190]
The yellow bowl is to the right of the green cup.,images/step112.camera_0.png,['The green cup is to the right of the yellow bowl.'],[2703]
The small pot is to the right of the pink bowl.,images/step682.camera_0.png,['The pink bowl is to the right of the small pot.'],[6054]
The yellow bowl is to the left of the small pot.,images/step318.camera_0.png,['The small pot is to the left of the yellow bowl.'],[7585]
The small pot is to the left of the yellow bowl.,images/step7.camera_0.png,['The yellow bowl is to the left of the small pot.'],[2105]
The green cup is to the left of the pink bowl.,images/step272.camera_0.png,['The pink bowl is to the left of the green cup.'],[7722]
The green cup is to the left of the small pot.,images/step427.camera_0.png,['The small pot is to the left of the green cup.'],[5905]
The pink bowl is to the left of the small pot.,images/step770.camera_0.png,['The small pot is to the left of the pink bowl.'],[5675]
The pink bowl is to the right of the small pot.,images/step414.camera_0.png,['The small pot is to the right of the pink bowl.'],[1081]
The green cup is to the left of the yellow bowl.,images/step112.camera_0.png,['The yellow bowl is to the left of the green cup.'],[4154]
The pink bowl is to the left of the small pot.,images/step361.camera_0.png,['The small pot is to the left of the pink bowl.'],[6293]
The green cup is behind the pink bowl.,images/step468.camera_0.png,['The pink bowl is behind the green cup.'],[7264]
The yellow bowl is to the left of the small pot.,images/step513.camera_0.png,['The small pot is to the left of the yellow bowl.'],[907]
The pink bowl is in front of the yellow bowl.,images/step532.camera_0.png,['The yellow bowl is in front of the pink bowl.'],[3991]
The yellow bowl is to the left of the small pot.,images/step226.camera_0.png,['The small pot is to the left of the yellow bowl.'],[7538]
The small pot is to the right of the yellow bowl.,images/step487.camera_0.png,['The yellow bowl is to the right of the small pot.'],[1622]
The yellow bowl is to the left of the green cup.,images/step492.camera_0.png,['The green cup is to the left of the yellow bowl.'],[5184]
The small pot is behind the yellow bowl.,images/step589.camera_0.png,['The yellow bowl is behind the small pot.'],[870]
The green cup is to the right of the pink bowl.,images/step88.camera_0.png,['The pink bowl is to the right of the green cup.'],[3005]
The green cup is to the left of the pink bowl.,images/step537.camera_0.png,['The pink bowl is to the left of the green cup.'],[6180]
The yellow bowl is to the right of the pink bowl.,images/step710.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[6740]
The small pot is to the right of the green cup.,images/step162.camera_0.png,['The green cup is to the right of the small pot.'],[1940]
The green cup is to the right of the small pot.,images/step453.camera_0.png,['The small pot is to the right of the green cup.'],[3543]
The small pot is to the left of the green cup.,images/step150.camera_0.png,['The green cup is to the left of the small pot.'],[5637]
The small pot is to the right of the yellow bowl.,images/step376.camera_0.png,['The yellow bowl is to the right of the small pot.'],[4439]
The yellow bowl is to the left of the pink bowl.,images/step220.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[2609]
The pink bowl is to the left of the green cup.,images/step644.camera_0.png,['The green cup is to the left of the pink bowl.'],[2056]
The pink bowl is to the right of the small pot.,images/step665.camera_0.png,['The small pot is to the right of the pink bowl.'],[5787]
The yellow bowl is to the left of the green cup.,images/step367.camera_0.png,['The green cup is to the left of the yellow bowl.'],[4194]
The pink bowl is to the left of the yellow bowl.,images/step195.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[5762]
The green cup is to the left of the small pot.,images/step592.camera_0.png,['The small pot is to the left of the green cup.'],[5327]
The yellow bowl is to the right of the green cup.,images/step237.camera_0.png,['The green cup is to the right of the yellow bowl.'],[6283]
The small pot is to the right of the yellow bowl.,images/step491.camera_0.png,['The yellow bowl is to the right of the small pot.'],[4774]
The pink bowl is to the left of the yellow bowl.,images/step380.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[381]
The yellow bowl is to the left of the pink bowl.,images/step346.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[4183]
The pink bowl is to the right of the yellow bowl.,images/step21.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[2746]
The small pot is to the right of the green cup.,images/step699.camera_0.png,['The green cup is to the right of the small pot.'],[6330]
The pink bowl is to the right of the small pot.,images/step248.camera_0.png,['The small pot is to the right of the pink bowl.'],[1189]
The yellow bowl is to the left of the small pot.,images/step148.camera_0.png,['The small pot is to the left of the yellow bowl.'],[4655]
The yellow bowl is in front of the pink bowl.,images/step38.camera_0.png,['The pink bowl is in front of the yellow bowl.'],[5277]
The green cup is to the right of the small pot.,images/step429.camera_0.png,['The small pot is to the right of the green cup.'],[6550]
The green cup is in front of the yellow bowl.,images/step512.camera_0.png,['The yellow bowl is in front of the green cup.'],[1811]
The pink bowl is to the left of the yellow bowl.,images/step516.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[5257]
The green cup is to the left of the small pot.,images/step766.camera_0.png,['The small pot is to the left of the green cup.'],[1761]
The small pot is to the right of the green cup.,images/step663.camera_0.png,['The green cup is to the right of the small pot.'],[5839]
The pink bowl is to the right of the small pot.,images/step83.camera_0.png,['The small pot is to the right of the pink bowl.'],[3388]
The pink bowl is to the right of the green cup.,images/step538.camera_0.png,['The green cup is to the right of the pink bowl.'],[5555]
The pink bowl is to the right of the green cup.,images/step606.camera_0.png,['The green cup is to the right of the pink bowl.'],[1015]
The green cup is to the right of the yellow bowl.,images/step196.camera_0.png,['The yellow bowl is to the right of the green cup.'],[3444]
The small pot is in front of the yellow bowl.,images/step653.camera_0.png,['The yellow bowl is in front of the small pot.'],[3937]
The small pot is behind the yellow bowl.,images/step518.camera_0.png,['The yellow bowl is behind the small pot.'],[2268]
The pink bowl is to the right of the yellow bowl.,images/step222.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[3836]
The small pot is to the left of the green cup.,images/step507.camera_0.png,['The green cup is to the left of the small pot.'],[3328]
The yellow bowl is to the right of the small pot.,images/step370.camera_0.png,['The small pot is to the right of the yellow bowl.'],[1299]
